sigma2,tau,c2,eta,active_size
0.63266297304283,0.00158361299759476,13.4409299721039,0.0926914329897385,218
0.631257731368043,0.00158533394926692,15.0705598750663,0.0930401364825721,209
0.62871712291839,0.00158409949272969,7.56272081639333,0.0960470198900772,216
0.622153478275783,0.00158647580757063,8.83686574138266,0.0977851207734071,215
0.626637718214979,0.00158426293248303,19.0116018731547,0.0928004612850875,213
0.622007508863737,0.00158215625840486,8.42604673840215,0.0990213376875963,212
0.618917047494057,0.00158788220637461,7.87870248166041,0.0945985629747786,208
0.613882264830928,0.00159088370966758,7.97915034865454,0.0939011209188785,207
0.614815060879625,0.00158763746443087,10.110296622616,0.0971237804093315,214
0.613446116635335,0.00158040616897993,14.8259167476749,0.0972627185082849,209
0.611470783698474,0.00158452034014523,9.09586590655343,0.0943847294518186,210
0.614719188285387,0.00158143854441926,7.56772865598057,0.0900635349201705,210
0.615342173260835,0.00158040899040454,6.27550150853457,0.0853096825312604,211
0.609788147663993,0.00158437945347504,6.94731174657409,0.0806127236492376,209
0.609976796210683,0.00157855617736829,12.5228002775614,0.0839713531169931,215
0.604008926608781,0.00158228479639715,6.10112716493336,0.0843422595994263,214
0.604660400889806,0.00158242985918092,8.4769386557683,0.0785706561335157,213
0.600839698939686,0.0015815218404913,13.153295285273,0.0779980565796132,215
0.599967195321138,0.00158165905153554,10.7238612455842,0.0699089099725493,209
0.595089530360011,0.00158457422772913,7.28789992430849,0.0736533068268214,209
0.590585918303901,0.00158878736097051,13.3456613442089,0.0737516339806001,211
0.588939596690832,0.00159094352717342,11.3266604733356,0.0727764379438435,214
0.586108178891385,0.00159953853063313,9.19855745436267,0.0692554321593386,216
0.583829662479234,0.00159739840614631,6.1282961192443,0.0683061592994011,210
0.58068993360138,0.00159967105608373,7.3965014928417,0.0623187098774586,213
0.577680156243856,0.00160549536442205,7.46729129850301,0.0698013100709378,209
0.572450105259817,0.0016137133952643,19.673949336804,0.071567892682469,213
0.570899207047655,0.00161949640550565,9.69639533565927,0.0569316213739516,205
0.568609903113187,0.00162534794358523,11.5040711830541,0.0603672637476368,211
0.56749304014418,0.00162988778815306,9.57238431226775,0.0585511198672835,216
0.562869462679103,0.00162734515134106,10.7766455044949,0.064811164214141,216
